#,Repository,Owner,Owner Type,Stars,Forks,Infected Files,File Paths,Description,Repo URL
535,arjunkhetia/NestJS-Enterprise-Project,arjunkhetia,User,0,0,1,eslint.config.mjs,NestJS Enterprise Server - Template,https://github.com/arjunkhetia/NestJS-Enterprise-Project
536,Al-amin07/carstore_backend,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/carstore_backend
537,Al-amin07/bigso_backend,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/bigso_backend
538,Al-amin07/file_sure_backend,Al-amin07,User,0,0,1,eslint.config.mjs,,https://github.com/Al-amin07/file_sure_backend
539,Anees201173/MoreApp_Backend,Anees201173,User,0,0,1,src/app.js,,https://github.com/Anees201173/MoreApp_Backend
540,jbaze/defi-task,jbaze,User,0,0,1,src/App.js,,https://github.com/jbaze/defi-task
541,SalotJay/creator-platform-worker,SalotJay,User,0,0,1,src/app.js,,https://github.com/SalotJay/creator-platform-worker
542,KolaganiReeha/ksense-healthcare-assessment,KolaganiReeha,User,0,0,1,src/App.js,,https://github.com/KolaganiReeha/ksense-healthcare-assessment
543,pt67/prakash360,pt67,User,0,0,1,src/App.js,,https://github.com/pt67/prakash360
544,Mansuro/Garden-waste,Mansuro,User,0,0,1,src/App.js,,https://github.com/Mansuro/Garden-waste
545,tactionsoft/app-cost-frontend,tactionsoft,User,0,0,1,src/App.js,,https://github.com/tactionsoft/app-cost-frontend
546,Reactongraph/digital-signature-pad,Reactongraph,User,0,0,1,src/App.js,,https://github.com/Reactongraph/digital-signature-pad
547,mahi-abeysinghe/SkillSync,mahi-abeysinghe,User,0,0,1,Frontend/src/App.js,,https://github.com/mahi-abeysinghe/SkillSync
548,pasindu7828/Sustainable-Marketting-Wastage-Management-System,pasindu7828,User,0,0,1,frontend/src/App.js,,https://github.com/pasindu7828/Sustainable-Marketting-Wastage-Management-System
549,KolaganiReeha/weatherApp,KolaganiReeha,User,0,0,1,src/App.js,"A responsive weather application built with React, OpenWeatherMap API, axios, and Bootstrap.",https://github.com/KolaganiReeha/weatherApp
550,KolaganiReeha/quickCart,KolaganiReeha,User,0,0,1,src/App.js,A Shopping App,https://github.com/KolaganiReeha/quickCart
551,servise-east/service-east-v2,servise-east,User,0,0,1,next.config.mjs,,https://github.com/servise-east/service-east-v2
552,UsmanKhan172014/stock-market-tickers,UsmanKhan172014,User,0,0,1,next.config.mjs,Stock Market Tickers list in JSON,https://github.com/UsmanKhan172014/stock-market-tickers
553,Prakhar6046/Feedflow-New,Prakhar6046,User,0,0,1,next.config.mjs,,https://github.com/Prakhar6046/Feedflow-New
554,AronWebSolutionPVTLTD/cycle-races-frontend,AronWebSolutionPVTLTD,User,0,0,1,next.config.mjs,,https://github.com/AronWebSolutionPVTLTD/cycle-races-frontend
555,noors-code/MovieHouse-api,noors-code,User,0,0,1,next.config.mjs,,https://github.com/noors-code/MovieHouse-api
556,durlav-bose/sdi-lead-discovery,durlav-bose,User,0,0,1,next.config.mjs,,https://github.com/durlav-bose/sdi-lead-discovery
557,dev1scaleupally/july-nextjs-fastify-task,dev1scaleupally,User,0,0,2,frontend/next.config.mjs | backend/src/routes/index.js,,https://github.com/dev1scaleupally/july-nextjs-fastify-task
558,wolfstudiosai/frontend_wolfstudios,wolfstudiosai,User,0,0,1,next.config.mjs,https://wolf-studios-frontend.vercel.app/,https://github.com/wolfstudiosai/frontend_wolfstudios
559,AmazingAsim/nextdeals,AmazingAsim,User,0,0,1,next.config.mjs,,https://github.com/AmazingAsim/nextdeals
560,Button-20/perfume-showcase,Button-20,User,0,0,1,next.config.mjs,,https://github.com/Button-20/perfume-showcase
561,noors-code/MovieHouse,noors-code,User,0,0,1,next.config.mjs,,https://github.com/noors-code/MovieHouse
562,splinxplanet/splinx-planet-backend,splinxplanet,User,0,0,1,index.js,"Backend app for splinx-planent mobile apps. Build with Node.js, Express, MongoDB, JWT,  and 💖💖",https://github.com/splinxplanet/splinx-planet-backend
563,SouravDn-p/rex-auction-server-side,SouravDn-p,User,0,0,1,index.js,,https://github.com/SouravDn-p/rex-auction-server-side
564,AmazingAsim/kabutar,AmazingAsim,User,0,0,1,index.js,,https://github.com/AmazingAsim/kabutar
565,SumaiyaNishat/ticket-booking-platform-server,SumaiyaNishat,User,0,0,1,index.js,,https://github.com/SumaiyaNishat/ticket-booking-platform-server
566,Abd-elrahmann/inestors-backend,Abd-elrahmann,User,0,0,1,server.js,,https://github.com/Abd-elrahmann/inestors-backend
567,Abdalla1990/generate-questions,Abdalla1990,User,0,0,1,generate-questions/question-generation/config.js,,https://github.com/Abdalla1990/generate-questions
568,AbdulwahidHusein/portfolio-1,AbdulwahidHusein,User,0,0,1,astro.config.mjs,,https://github.com/AbdulwahidHusein/portfolio-1
569,AKDebug-UX/whatsapp-bot-master,AKDebug-UX,User,0,0,1,config.js,,https://github.com/AKDebug-UX/whatsapp-bot-master
570,amMubbasher/shop.ceenami.com,amMubbasher,User,0,0,1,server/routes/userRoutes.js,,https://github.com/amMubbasher/shop.ceenami.com
571,Anthem-InfoTech-Pvt-Ltd/raffily-business-cron,Anthem-InfoTech-Pvt-Ltd,Organization,0,0,1,emailTemplates/raffle-results.js,,https://github.com/Anthem-InfoTech-Pvt-Ltd/raffily-business-cron
572,AronWebSolutionPVTLTD/cycle-races-admin,AronWebSolutionPVTLTD,User,0,0,1,vite.config.mjs,,https://github.com/AronWebSolutionPVTLTD/cycle-races-admin
573,aviel9552/plusfive-backend,aviel9552,User,0,0,1,server.js,,https://github.com/aviel9552/plusfive-backend
574,bhavik-dreamz/Pdf-search-based-on-ai-backend,bhavik-dreamz,User,0,0,1,routes/chatRoutes.js,,https://github.com/bhavik-dreamz/Pdf-search-based-on-ai-backend
575,BhavikPatel-dreamz/br-dj,BhavikPatel-dreamz,Organization,0,0,1,vite.config.js,,https://github.com/BhavikPatel-dreamz/br-dj
576,chetanji028/tradingview2,chetanji028,User,0,0,1,server/routes/api/users.js,,https://github.com/chetanji028/tradingview2
577,codecrafter201/Kapacia_AI_Backend,codecrafter201,User,0,0,1,routes/api.js,,https://github.com/codecrafter201/Kapacia_AI_Backend
578,CODECUBE-001/frontend,CODECUBE-001,Organization,0,0,1,astro.config.mjs,,https://github.com/CODECUBE-001/frontend
579,CODECUBE-001/liteweb-landing,CODECUBE-001,Organization,0,0,1,tailwind.config.cjs,,https://github.com/CODECUBE-001/liteweb-landing
580,davidOnaolapo/Smartville,davidOnaolapo,User,0,0,1,node-API/server.js,,https://github.com/davidOnaolapo/Smartville
581,developerDesinger/robo-play,developerDesinger,User,0,0,1,routes/aiResumeTailor.route.js,,https://github.com/developerDesinger/robo-play
582,developerDesinger/Transporter-backend,developerDesinger,User,0,0,1,src/api/v1/routes/adjustments.js,,https://github.com/developerDesinger/Transporter-backend
583,DilyaSoft/Time-off-company-manager,DilyaSoft,User,0,0,1,TimeOffManager/ClientApp/timeoff-manager-client/.eslintrc.cjs,,https://github.com/DilyaSoft/Time-off-company-manager
584,FabrikCreations/fabrik-lightbox,FabrikCreations,User,0,0,1,Gruntfile.js,,https://github.com/FabrikCreations/fabrik-lightbox
585,finom/opensource.gubanov.eu,finom,User,0,0,1,webpack.config.js,,https://github.com/finom/opensource.gubanov.eu
586,FSDTeam-SAA/rayb_23-backend,FSDTeam-SAA,Organization,0,0,1,src/modules/business/business.router.js,,https://github.com/FSDTeam-SAA/rayb_23-backend
587,Gowreesh-VT/Gowreesh-VT.github.io,Gowreesh-VT,User,0,0,1,js/breadcrumb-schema.js,,https://github.com/Gowreesh-VT/Gowreesh-VT.github.io
588,himanshu077/material-card-ui-test,himanshu077,User,0,0,1,postcss.config.cjs,,https://github.com/himanshu077/material-card-ui-test
589,Ianwarzai/cotd_cronjob,Ianwarzai,User,0,0,1,services/stockDataService.js,,https://github.com/Ianwarzai/cotd_cronjob
590,jamesmaccoy/betaplek,jamesmaccoy,User,0,0,1,tailwind.config.mjs,,https://github.com/jamesmaccoy/betaplek
591,JudeTejada/jude-portfolio-v3,JudeTejada,User,0,0,1,astro.config.mjs,,https://github.com/JudeTejada/jude-portfolio-v3
592,JudeTejada/Quick-Links,JudeTejada,User,0,0,1,eslint.config.js,,https://github.com/JudeTejada/Quick-Links
593,KeniKT/machinery_management_system,KeniKT,User,0,0,1,db.js,,https://github.com/KeniKT/machinery_management_system
594,KeshanWijesinghe/yap-mobile-app,KeshanWijesinghe,User,0,0,1,backend/src/routes/authRoutes.js,,https://github.com/KeshanWijesinghe/yap-mobile-app
595,Kvit-Dm/RammSound,Kvit-Dm,User,0,0,1,webpack.config.js,,https://github.com/Kvit-Dm/RammSound
596,mab3321/Event-Seating-API---Backend,mab3321,User,0,0,1,src/server.ts,,https://github.com/mab3321/Event-Seating-API---Backend
597,mahadi-zulfiker/Ride-Management-Backend,mahadi-zulfiker,User,0,0,1,src/index.ts,,https://github.com/mahadi-zulfiker/Ride-Management-Backend
598,Maham-Liaqat/Player-Assests-Tracker,Maham-Liaqat,User,0,0,1,Player-Tracker-Backend/routes/assists.js,,https://github.com/Maham-Liaqat/Player-Assests-Tracker
599,Mediasoft-Cie-S-A/formeditor.ms,Mediasoft-Cie-S-A,Organization,0,0,1,appconfig.js,,https://github.com/Mediasoft-Cie-S-A/formeditor.ms
600,MianHaziq/LKnight-Lms-backend,MianHaziq,User,0,0,1,src/routes/admin.routes.js,,https://github.com/MianHaziq/LKnight-Lms-backend
601,nhumayun2/Study-Hall-Project,nhumayun2,User,0,0,1,mainroute/route.config.js,,https://github.com/nhumayun2/Study-Hall-Project
602,Prakhar6046/json,Prakhar6046,User,0,0,1,tailwind.config.mjs,,https://github.com/Prakhar6046/json
603,Prakhar6046/testing,Prakhar6046,User,0,0,1,tailwind.config.mjs,,https://github.com/Prakhar6046/testing
604,Prakhar6046/ubk-development-official-website-export,Prakhar6046,User,0,0,1,tailwind.config.mjs,,https://github.com/Prakhar6046/ubk-development-official-website-export
605,Prakhar6046/website,Prakhar6046,User,0,0,1,tailwind.config.mjs,,https://github.com/Prakhar6046/website
606,PratikRaval123/DemoTask,PratikRaval123,User,0,0,1,tailwind.config.cjs,,https://github.com/PratikRaval123/DemoTask
607,Rachit2323/agave,Rachit2323,User,0,0,1,token/clients/js/.eslintrc.cjs,,https://github.com/Rachit2323/agave
608,RahulWavhale/Amazon_Clone-Flutter,RahulWavhale,User,0,0,1,server/route/auth.js,,https://github.com/RahulWavhale/Amazon_Clone-Flutter
609,rajat22999/noa-feed,rajat22999,User,0,0,1,astro.config.mjs,,https://github.com/rajat22999/noa-feed
610,RanaRehman7676/my-electron-app2,RanaRehman7676,User,0,0,1,db.js,,https://github.com/RanaRehman7676/my-electron-app2
611,ranjannkumar/Chat-Application,ranjannkumar,User,0,0,1,client/.eslintrc.cjs,,https://github.com/ranjannkumar/Chat-Application
612,ranjannkumar/Food-Delivery-App,ranjannkumar,User,0,0,1,admin/.eslintrc.cjs,,https://github.com/ranjannkumar/Food-Delivery-App
613,richh-s/Adomate-challenge,richh-s,User,0,0,1,postcss.config.mjs,,https://github.com/richh-s/Adomate-challenge
614,richh-s/Realstate-webapp,richh-s,User,0,0,1,postcss.config.mjs,,https://github.com/richh-s/Realstate-webapp
615,saifullah-max/Sound-Cloud-Downloader,saifullah-max,User,0,0,1,backend/download.js,,https://github.com/saifullah-max/Sound-Cloud-Downloader
616,samirhassen/ToDo-Realtime,samirhassen,User,0,0,1,web/client/relay.config.cjs,,https://github.com/samirhassen/ToDo-Realtime
617,SanjayaPrasadRajapaksha/Hotel_Booking-Blog,SanjayaPrasadRajapaksha,User,0,0,1,astro.config.mjs,,https://github.com/SanjayaPrasadRajapaksha/Hotel_Booking-Blog
618,seemab-ahmed/digital-resume,seemab-ahmed,User,0,0,1,assets/js/plugins/circle-progress.js,,https://github.com/seemab-ahmed/digital-resume
619,ShahbazRamzan/NodeTestApp,ShahbazRamzan,User,0,0,1,routes/userRoutes.js,,https://github.com/ShahbazRamzan/NodeTestApp
620,shaniPandeyTech/astro_wale,shaniPandeyTech,User,0,0,1,astro.config.mjs,,https://github.com/shaniPandeyTech/astro_wale
621,Socheema/3legant,Socheema,User,0,0,1,postcss.config.mjs,,https://github.com/Socheema/3legant
622,Socheema/bukkahut,Socheema,User,0,0,2,postcss.config.mjs | vite.config.ts,An overhaul of bukka website,https://github.com/Socheema/bukkahut
623,Socheema/ticketFlow,Socheema,User,0,0,1,postcss.config.mjs,,https://github.com/Socheema/ticketFlow
624,talhamajid02/chat-app,talhamajid02,User,0,0,1,postcss.config.mjs,,https://github.com/talhamajid02/chat-app
625,tanushbhootra576/PWA_RESTRO,tanushbhootra576,User,0,0,1,tailwind.config.js,,https://github.com/tanushbhootra576/PWA_RESTRO
626,TechSolutionor98/graba2z,TechSolutionor98,User,0,0,1,postcss.config.mjs,,https://github.com/TechSolutionor98/graba2z
627,TheFlexLab/NodeJs-Best-Starter-Template,TheFlexLab,User,0,0,1,postcss.config.mjs,,https://github.com/TheFlexLab/NodeJs-Best-Starter-Template
628,tokenbot-org/token-contracts,tokenbot-org,Organization,0,0,1,postcss.config.mjs,,https://github.com/tokenbot-org/token-contracts
629,Usamahafiz8/CCMB,Usamahafiz8,User,0,0,1,postcss.config.mjs,,https://github.com/Usamahafiz8/CCMB
630,Usamahafiz8/ios-refferal-to-clipboard,Usamahafiz8,User,0,0,1,postcss.config.mjs,,https://github.com/Usamahafiz8/ios-refferal-to-clipboard
631,vellum-labs/cexplorer-api,vellum-labs,Organization,0,0,1,postcss.config.mjs,,https://github.com/vellum-labs/cexplorer-api
632,Vladyslav0060/gdocs-clone,Vladyslav0060,User,0,0,1,postcss.config.mjs,,https://github.com/Vladyslav0060/gdocs-clone
633,web-ghoul/AlCazar,web-ghoul,User,0,0,1,postcss.config.mjs,,https://github.com/web-ghoul/AlCazar
634,ZekiKobe/lege-api,ZekiKobe,User,0,0,1,postcss.config.mjs,,https://github.com/ZekiKobe/lege-api
635,addis-ale/My-portfolio,addis-ale,User,2,0,1,tailwind.config.js,Here is my portfolio using reactjs,https://github.com/addis-ale/My-portfolio
636,addygeek/Passkey-Passwordless-Authentication-System,addygeek,User,0,0,1,postcss.config.js,,https://github.com/addygeek/Passkey-Passwordless-Authentication-System
637,AiProject2025/abdul-instant-price-poc,AiProject2025,Organization,0,0,1,postcss.config.js,,https://github.com/AiProject2025/abdul-instant-price-poc
638,akashstwt/kunal_project,akashstwt,User,0,0,1,postcss.config.js,,https://github.com/akashstwt/kunal_project
639,akashstwt/vayuxi,akashstwt,User,0,0,1,postcss.config.js,,https://github.com/akashstwt/vayuxi
640,alwahid786/domotics,alwahid786,User,0,0,1,tailwind.config.js,,https://github.com/alwahid786/domotics
641,duckatgit/test-task,duckatgit,User,0,0,1,tailwind.config.js,,https://github.com/duckatgit/test-task
642,EmanDeveloper/crud_main_nextjs,EmanDeveloper,User,0,0,1,tailwind.config.js,,https://github.com/EmanDeveloper/crud_main_nextjs
643,ihek130/BigMotionStudio,ihek130,User,0,0,1,postcss.config.js,,https://github.com/ihek130/BigMotionStudio
644,ihek130/PetWellBot,ihek130,User,0,0,1,postcss.config.js,,https://github.com/ihek130/PetWellBot
645,jbaze/clarity-cover,jbaze,User,0,0,1,postcss.config.js,,https://github.com/jbaze/clarity-cover
646,malikjunaidhassann/portfolio2,malikjunaidhassann,User,0,0,1,tailwind.config.js,,https://github.com/malikjunaidhassann/portfolio2
647,MangoIT-Solutions/invoice_generator,MangoIT-Solutions,Organization,0,0,1,postcss.config.js,,https://github.com/MangoIT-Solutions/invoice_generator
648,MohamedH1000/investment,MohamedH1000,User,0,0,1,postcss.config.js,,https://github.com/MohamedH1000/investment
649,MrSohaibAhmed/TFT-Product-,MrSohaibAhmed,User,0,0,1,postcss.config.js,,https://github.com/MrSohaibAhmed/TFT-Product-
650,rakibwebdev23/baby-shop,rakibwebdev23,User,0,0,1,tailwind.config.js,,https://github.com/rakibwebdev23/baby-shop
651,rakibwebdev23/disaster-management-client,rakibwebdev23,User,0,0,1,tailwind.config.js,,https://github.com/rakibwebdev23/disaster-management-client
652,rakibwebdev23/doctors-clinic-client,rakibwebdev23,User,0,0,1,tailwind.config.js,,https://github.com/rakibwebdev23/doctors-clinic-client
653,rakibwebdev23/donation-help,rakibwebdev23,User,0,0,1,tailwind.config.js,,https://github.com/rakibwebdev23/donation-help
654,rakibwebdev23/kicks,rakibwebdev23,User,0,0,1,postcss.config.mjs,,https://github.com/rakibwebdev23/kicks
655,rakibwebdev23/products-management-app,rakibwebdev23,User,0,0,1,postcss.config.mjs,,https://github.com/rakibwebdev23/products-management-app
656,rakibwebdev23/real_estate,rakibwebdev23,User,0,0,1,tailwind.config.js,,https://github.com/rakibwebdev23/real_estate
657,rakibwebdev23/rick-and-morty-project,rakibwebdev23,User,0,0,1,tailwind.config.js,,https://github.com/rakibwebdev23/rick-and-morty-project
658,rakibwebdev23/storage-management-system-client,rakibwebdev23,User,0,0,1,tailwind.config.js,,https://github.com/rakibwebdev23/storage-management-system-client
659,rakibwebdev23/video-editor,rakibwebdev23,User,0,0,1,postcss.config.mjs,,https://github.com/rakibwebdev23/video-editor
660,S7AWKAT/ClubGrub,S7AWKAT,User,0,0,1,postcss.config.js,,https://github.com/S7AWKAT/ClubGrub
661,sagar-dalwala999/AmazonResellerFlow,sagar-dalwala999,User,0,0,1,postcss.config.js,,https://github.com/sagar-dalwala999/AmazonResellerFlow
662,saif72437/linkedin-post-editor,saif72437,User,4,0,1,tailwind.config.js,,https://github.com/saif72437/linkedin-post-editor
663,saif72437/medium-clone,saif72437,User,5,0,1,tailwind.config.js,Medium Clone built with Next.js Tailwind CSS & Sanity,https://github.com/saif72437/medium-clone
664,Superlearn1/school-signup-central,Superlearn1,User,0,1,1,postcss.config.js,,https://github.com/Superlearn1/school-signup-central
665,zafarnajmi1/FWRD,zafarnajmi1,User,0,0,1,babel.config.js,,https://github.com/zafarnajmi1/FWRD
666,zaheerahmad92001/777wallets,zaheerahmad92001,User,0,0,1,tailwind.config.js,,https://github.com/zaheerahmad92001/777wallets
667,zaheerahmad92001/customerApp,zaheerahmad92001,User,0,0,1,babel.config.js,,https://github.com/zaheerahmad92001/customerApp
668,zaheerahmad92001/saloon,zaheerahmad92001,User,0,0,1,babel.config.js,,https://github.com/zaheerahmad92001/saloon
669,DaviBarros/vscode,DaviBarros,User,0,0,1,eslint.config.js,Visual Studio Code,https://github.com/DaviBarros/vscode
670,dletterio1/qwen-code,dletterio1,User,0,0,1,packages/vscode-ide-companion/tailwind.config.js,"Qwen Code is a coding agent that lives in the digital world.",https://github.com/dletterio1/qwen-code
671,masar-edu/masar-forum,masar-edu,Organization,0,0,1,ui/.eslintrc.js,"A Q&A platform software for teams at any scales.",https://github.com/masar-edu/masar-forum
672,addis-ale/better-auth-level,addis-ale,User,0,0,1,src/index.ts,,https://github.com/addis-ale/better-auth-level
673,Frontier-tech-consulting/cross-chain-sdk,Frontier-tech-consulting,Organization,0,0,1,jest.config.js,,https://github.com/Frontier-tech-consulting/cross-chain-sdk
674,Ankur-ongraph/rails,Ankur-ongraph,User,0,0,1,eslint.config.mjs,Ruby on Rails,https://github.com/Ankur-ongraph/rails
675,abuzarsaleem/Rasterex-Web-Viewer,abuzarsaleem,User,0,0,2,src/assets/vendors/foxit/web/examples/UIExtension/scaffoldDemo/webpack.config.js | src/assets/vendors/foxit/web/examples/UIExtension/integrate-as-module/amd/webpack.config.js,Rasterex Web-Viewer Source Code (Angular),https://github.com/abuzarsaleem/Rasterex-Web-Viewer
676,abdurrahman310303/insaafmuhafiz,abdurrahman310303,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/abdurrahman310303/insaafmuhafiz
677,adnan683515/user-managment-client-side,adnan683515,User,0,0,1,temp_auto_push.bat,,https://github.com/adnan683515/user-managment-client-side
678,akashmuhammadabrrar/dashboard_softvence,akashmuhammadabrrar,User,0,0,1,temp_auto_push.bat,,https://github.com/akashmuhammadabrrar/dashboard_softvence
679,akashmuhammadabrrar/data-future-client,akashmuhammadabrrar,User,0,0,1,temp_auto_push.bat,,https://github.com/akashmuhammadabrrar/data-future-client
680,akashstwt/blog_flutter,akashstwt,User,1,0,1,.vscode/tasks.json,,https://github.com/akashstwt/blog_flutter
681,akashstwt/grocery_app,akashstwt,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/akashstwt/grocery_app
682,akashstwt/nft_solana_app,akashstwt,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/akashstwt/nft_solana_app
683,AnisulHaqueNiloy/live-location-sharing,AnisulHaqueNiloy,User,0,0,3,temp_auto_push.bat | .vscode/tasks.json | postcss.config.mjs,,https://github.com/AnisulHaqueNiloy/live-location-sharing
684,AproposCreative/apropos-magazine-app,AproposCreative,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,A premium iOS reading experience for Apropos Magazine – with AI-generated articles; Webflow CMS integration; and a clean Apple-inspired SwiftUI UI.,https://github.com/AproposCreative/apropos-magazine-app
685,arif1101/arif1101,arif1101,User,0,0,1,.vscode/tasks.json,,https://github.com/arif1101/arif1101
686,arif1101/feastify-server,arif1101,User,0,0,1,.vscode/tasks.json,,https://github.com/arif1101/feastify-server
687,arif1101/NextGenAcademyServer,arif1101,User,0,0,1,.vscode/tasks.json,,https://github.com/arif1101/NextGenAcademyServer
688,arif1101/PHL2-A-2,arif1101,User,0,0,1,.vscode/tasks.json,,https://github.com/arif1101/PHL2-A-2
689,arif1101/python-learning,arif1101,User,0,0,1,.vscode/tasks.json,i am learning python and i will continuously push my code in github,https://github.com/arif1101/python-learning
690,arif1101/restaurant-management-server,arif1101,User,0,0,1,.vscode/tasks.json,,https://github.com/arif1101/restaurant-management-server
691,arif1101/ShipLogic-server,arif1101,User,0,0,1,.vscode/tasks.json,,https://github.com/arif1101/ShipLogic-server
692,arif1101/ToDo-nodeJs,arif1101,User,0,0,1,.vscode/tasks.json,,https://github.com/arif1101/ToDo-nodeJs
693,ashishmangoit/wah-flutter,ashishmangoit,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/ashishmangoit/wah-flutter
694,ATIFADM/Paygate,ATIFADM,User,0,0,1,temp_auto_push.bat,Invoice payment gateway,https://github.com/ATIFADM/Paygate
695,atmanirbharnow/registry-frontend,atmanirbharnow,User,0,0,1,temp_auto_push.bat,Public climate registry frontend .,https://github.com/atmanirbharnow/registry-frontend
696,bhoomikamehtastartbit/reactchakraui,bhoomikamehtastartbit,User,2,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/bhoomikamehtastartbit/reactchakraui
697,cissemohamedproj/Sante_Marhaba,cissemohamedproj,User,0,0,1,temp_auto_push.bat,Projet SAS de la gestion de clinique Marhaba,https://github.com/cissemohamedproj/Sante_Marhaba
698,cywasay/whatsapp-class,cywasay,User,0,0,1,temp_auto_push.bat,,https://github.com/cywasay/whatsapp-class
699,danishjavedcodes/Data-Pack,danishjavedcodes,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/danishjavedcodes/Data-Pack
700,danishjavedcodes/FitnessBase,danishjavedcodes,User,0,0,1,temp_auto_push.bat,,https://github.com/danishjavedcodes/FitnessBase
701,Dawit212119/Chat-With-Me,Dawit212119,User,0,0,1,temp_auto_push.bat,reactjs;socket.io;mongodb;daisyUI,https://github.com/Dawit212119/Chat-With-Me
702,development0264/Pavel_TestTask,development0264,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/development0264/Pavel_TestTask
703,diiisha24/SBX-NFT-Backend,diiisha24,User,0,0,1,temp_auto_push.bat,,https://github.com/diiisha24/SBX-NFT-Backend
704,EagleWingsFYP/chatbot,EagleWingsFYP,Organization,0,0,2,temp_auto_push.bat | .vscode/tasks.json,Chatbot of our drone,https://github.com/EagleWingsFYP/chatbot
705,emonmahmud1/nextJs-template,emonmahmud1,User,0,1,3,temp_auto_push.bat | .vscode/tasks.json | postcss.config.mjs,,https://github.com/emonmahmud1/nextJs-template
706,guru-code-expert/aetherdialog,guru-code-expert,User,0,0,1,.vscode/tasks.json,A generic; professional name that reveals nothing about the original Chatterbot English dataset or its purpose.,https://github.com/guru-code-expert/aetherdialog
707,Ibraz94/advance-agent,Ibraz94,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/Ibraz94/advance-agent
708,Ibraz94/fleetbold-frontend,Ibraz94,User,0,0,1,temp_auto_push.bat,,https://github.com/Ibraz94/fleetbold-frontend
709,ihek130/golf_ai_editor,ihek130,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/ihek130/golf_ai_editor
710,JesusCova177/09-Omnifood-Optimizations,JesusCova177,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/JesusCova177/09-Omnifood-Optimizations
711,juggernautsei/calendar_facility_view,juggernautsei,User,0,0,1,temp_auto_push.bat,View Appointments for the calendar from the view point of the facility and not the provider,https://github.com/juggernautsei/calendar_facility_view
712,juggernautseinc/healthpals,juggernautseinc,Organization,0,0,1,temp_auto_push.bat,,https://github.com/juggernautseinc/healthpals
713,kashishpal6/Office_employee_management_system,kashishpal6,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/kashishpal6/Office_employee_management_system
714,malirazaansari/ReactTableRecord,malirazaansari,User,0,0,1,temp_auto_push.bat,in this project i render a data in from of table where almost 1000 records shows with seamless page using Memo hook and Lazy loading for control lagging to load that records once at a time,https://github.com/malirazaansari/ReactTableRecord
715,MuhammadEhtishamRaza/counter-redux,MuhammadEhtishamRaza,User,1,0,1,temp_auto_push.bat,A counter app in redux react.,https://github.com/MuhammadEhtishamRaza/counter-redux
716,muneeb71/moqtanayati-server,muneeb71,User,0,0,1,temp_auto_push.bat,,https://github.com/muneeb71/moqtanayati-server
717,navdeepfullstack/markdoc,navdeepfullstack,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/navdeepfullstack/markdoc
718,nurfarazi/piece_of_cake_laundry,nurfarazi,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/nurfarazi/piece_of_cake_laundry
719,Ottoart/shopify-product-whisperer,Ottoart,User,0,0,1,temp_auto_push.bat,,https://github.com/Ottoart/shopify-product-whisperer
720,Pa-ppy/alx-backend-user-data,Pa-ppy,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/Pa-ppy/alx-backend-user-data
721,pheasanty/proyecto_cova_api,pheasanty,User,0,0,1,temp_auto_push.bat,,https://github.com/pheasanty/proyecto_cova_api
722,pradeepsimhaj/splmns-code,pradeepsimhaj,User,0,0,1,temp_auto_push.bat,,https://github.com/pradeepsimhaj/splmns-code
723,pt67/bond,pt67,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/pt67/bond
724,pt67/eequipments,pt67,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,Ecommerce website ,https://github.com/pt67/eequipments
725,pt67/node-postgresql,pt67,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/pt67/node-postgresql
726,pt67/railstodo,pt67,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/pt67/railstodo
727,pt67/whope,pt67,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/pt67/whope
728,Quonain-at-cloud/Sleep_Prediction,Quonain-at-cloud,User,0,0,1,temp_auto_push.bat,,https://github.com/Quonain-at-cloud/Sleep_Prediction
729,rachit-munjal/furnitureEcommerce,rachit-munjal,User,0,0,1,temp_auto_push.bat,,https://github.com/rachit-munjal/furnitureEcommerce
